Index,UID,Term,alias_1,alias_2,alias_3,alias_4,alias_5,Definition,Title,Author,Year,Link,Combined,Annotations,text,categories_1,categories_2,categories_3
1413,curtis_0255,Cretonne,,,,,,"a printed cotton cloth, 30's to 40's warp, 6's to 10's weft (condenser), plain or twill weave. printed in bold patterns, the fabric being covered with pattern. used for curtains and furniture cloths. widths up to 50 inches. satin and oatmeal weaves are sometimes used, but the bulk of the trade is plain or 2 x 2 twill. indian cretonnes are usually 42 inches wide when finished, 48 ends, 32 picks, 36's warp, 8's weft.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CRETONNE: A printed cotton cloth, 30's to 40's warp, 6's to 10's weft (condenser), plain or twill weave. Printed in bold patterns, the fabric being covered with pattern. Used for curtains and furniture cloths. Widths up to 50 inches. Satin and oatmeal weaves are sometimes used, but the bulk of the trade is plain or 2 x 2 twill. Indian cretonnes are usually 42 inches wide when finished, 48 ends, 32 picks, 36's warp, 8's weft.",,"CRETONNE: A printed cotton cloth, 30's to 40's warp, 6's to 10's weft (condenser), plain or twill weave. Printed in bold patterns, the fabric being covered with pattern. Used for curtains and furniture cloths. Widths up to 50 inches. Satin and oatmeal weaves are sometimes used, but the bulk of the trade is plain or 2 x 2 twill. Indian cretonnes are usually 42 inches wide when finished, 48 ends, 32 picks, 36's warp, 8's weft.",textile fabrics,,
1414,curtis_0256,Crimps,,,,,,"a plain weave cloth woven from two beams, usually differently weighted, and different counts of yarn. the finer warp is tight and the coaser slack. this difference in counts and tension causes the coarse parts to crimp and become prominent. coloured yarns are often used. a great variety of qualities are made.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CRIMPS: A plain weave cloth woven from two beams, usually differently weighted, and different counts of yarn. The finer warp is tight and the coaser slack. This difference in counts and tension causes the coarse parts to crimp and become prominent. Coloured yarns are often used. A great variety of qualities are made.",,"CRIMPS: A plain weave cloth woven from two beams, usually differently weighted, and different counts of yarn. The finer warp is tight and the coaser slack. This difference in counts and tension causes the coarse parts to crimp and become prominent. Coloured yarns are often used. A great variety of qualities are made.",textile fabrics,,
1415,curtis_0257,Crinkle,Seersucker,,,,,originally meant a silk fabric with flat and puckered stripes alternating across the fabric. now applied to cotton dress fabrics of the better quality crimp styles.,Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,CRINKLE OR SEERSUCKER: Originally meant a silk fabric with flat and puckered stripes alternating across the fabric. Now applied to cotton dress fabrics of the better quality crimp styles.,,CRINKLE OR SEERSUCKER: Originally meant a silk fabric with flat and puckered stripes alternating across the fabric. Now applied to cotton dress fabrics of the better quality crimp styles.,textile fabrics,,
1416,curtis_0258,Crinoline,,,,,,an a fabric used as stiffening for dress purposes; widths 18 inches to 22 inches; horsehair and cotton yarns. all-cotton variety is made with a hard twist warp.,Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,CRINOLINE: An A fabric used as stiffening for dress purposes; widths 18 inches to 22 inches; horsehair and cotton yarns. all-cotton variety is made with a hard twist warp.,,CRINOLINE: An A fabric used as stiffening for dress purposes; widths 18 inches to 22 inches; horsehair and cotton yarns. all-cotton variety is made with a hard twist warp.,textile fabrics,,
1417,curtis_0259,Cross-Dyed,,,,,,"the dyeing of a mixture fabric composed of, say, cotton warp and wool weft; the cotton warp has been yarn dyed, and the cloth is dyed when woven in order to dye the weft; such as alpacas, mohairs, lustres, etc. all grey yarn may be used, and the cloth put through two dyeing processes when woven.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CROSS-DYED: The dyeing of a mixture fabric composed of, say, cotton warp and wool weft; the cotton warp has been yarn dyed, and the cloth is dyed when woven in order to dye the weft; such as alpacas, mohairs, lustres, etc. All grey yarn may be used, and the cloth put through two dyeing processes when woven.",,"CROSS-DYED: The dyeing of a mixture fabric composed of, say, cotton warp and wool weft; the cotton warp has been yarn dyed, and the cloth is dyed when woven in order to dye the weft; such as alpacas, mohairs, lustres, etc. All grey yarn may be used, and the cloth put through two dyeing processes when woven.",dyes,manufacturing processes,
1418,curtis_0260,Crossover,,,,,,"a fabric of a stripe character in which the stripes are produced in the weft; generally the stripes are coloured, but different weaves have been used on dobby looms. africa (west and south) and south america use a large quantity of the coloured crossovers in 30 inch and 37 inch 46 × 60, 30's twist, 9's colour, and 12's grey wefts, 8 ounces per yard for 37 inch soft finish.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CROSSOVER: A fabric of a stripe character in which the stripes are produced in the weft; generally the stripes are coloured, but different weaves have been used on dobby looms. Africa (West and South) and South America use a large quantity of the coloured crossovers in 30 inch and 37 inch 46 × 60, 30's twist, 9's colour, and 12's grey wefts, 8 ounces per yard for 37 inch soft finish.",,"CROSSOVER: A fabric of a stripe character in which the stripes are produced in the weft; generally the stripes are coloured, but different weaves have been used on dobby looms. Africa (West and South) and South America use a large quantity of the coloured crossovers in 30 inch and 37 inch 46 × 60, 30's twist, 9's colour, and 12's grey wefts, 8 ounces per yard for 37 inch soft finish.",textile fabrics,,
1419,curtis_0261,Cross-Reeled,,,,,,"in reeling, the yarn is wound from bobbins on to a revolving reel in the form of a skein or hank, in which form it is best suitable for bleaching, dyeing, or merceris- ing. by cross-reeling the thread is traversed in the wind- ing on to the reel, which makes the hank firmer.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CROSS-REELED: In reeling, the yarn is wound from bobbins on to a revolving reel in the form of a skein or hank, in which form it is best suitable for bleaching, dyeing, or merceris- ing. By cross-reeling the thread is traversed in the wind- ing on to the reel, which makes the hank firmer.",,"CROSS-REELED: In reeling, the yarn is wound from bobbins on to a revolving reel in the form of a skein or hank, in which form it is best suitable for bleaching, dyeing, or merceris- ing. By cross-reeling the thread is traversed in the wind- ing on to the reel, which makes the hank firmer.",manufacturing processes,,
1420,curtis_0262,Cross-Weaving,,,,,,"is a style of weaving which produces open work effects such as seen in gauzes and lenos. it is produced by cross- ing one warp thread with another, first to one side and then to the other in some definite order. (see lenos.)",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CROSS-WEAVING: Is a style of weaving which produces open work effects such as seen in gauzes and lenos. It is produced by cross- ing one warp thread with another, first to one side and then to the other in some definite order. (See Lenos.)",,"CROSS-WEAVING: Is a style of weaving which produces open work effects such as seen in gauzes and lenos. It is produced by cross- ing one warp thread with another, first to one side and then to the other in some definite order. (See Lenos.)",weaves,,
1421,curtis_0263,Crow-Twill,,,,,,a name given to the ordinary 3 × 1 twill by the wool and worsted trade.,Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,CROW-TWILL: A name given to the ordinary 3 × 1 twill by the wool and worsted trade.,,CROW-TWILL: A name given to the ordinary 3 × 1 twill by the wool and worsted trade.,weaves,,
1422,curtis_0264,Croydons,,,,,,"a home trade term for good qualities plain cloths 34 in. to 36 in. wide, bleached, and calendered. a standard make is 72 ends, 72 picks, 36's warp, 30's weft. african croydons are a low make of cloth, 28 inches, 125 yards, 48 × 50, 50 x 52, or 52 × 56, 28's/14's, 28's/20's, bleached and croydon finish.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CROYDONS: A home trade term for good qualities plain cloths 34 in. to 36 in. wide, bleached, and calendered. A standard make is 72 ends, 72 picks, 36's warp, 30's weft. African croydons are a low make of cloth, 28 inches, 125 yards, 48 × 50, 50 x 52, or 52 × 56, 28's/14's, 28's/20's, bleached and croydon finish.",,"CROYDONS: A home trade term for good qualities plain cloths 34 in. to 36 in. wide, bleached, and calendered. A standard make is 72 ends, 72 picks, 36's warp, 30's weft. African croydons are a low make of cloth, 28 inches, 125 yards, 48 × 50, 50 x 52, or 52 × 56, 28's/14's, 28's/20's, bleached and croydon finish.",textile fabrics,,
1423,curtis_0265,Curl Yarn,,,,,,"a type of fancy yarn twist in which loops are formed of mohair or thick cotton or two ordinary threads. one of the ordinary or thin threads and the thick cotton or mohair are twisted together, the thin thread being tightly held and the thick one slackly twisted round it. this twofold thread is then twisted in the reverse direction with another thin thread. the reverse twisting throws up the thick thread in the form of loops. the curls or loops vary in size from small to large. small loops are usually on yarns intended for dress goods, large ones for astra- khans, etc.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CURL YARN: A type of fancy yarn twist in which loops are formed of mohair or thick cotton or two ordinary threads. One of the ordinary or thin threads and the thick cotton or mohair are twisted together, the thin thread being tightly held and the thick one slackly twisted round it. This twofold thread is then twisted in the reverse direction with another thin thread. The reverse twisting throws up the thick thread in the form of loops. The curls or loops vary in size from small to large. Small loops are usually on yarns intended for dress goods, large ones for astra- khans, etc.",,"CURL YARN: A type of fancy yarn twist in which loops are formed of mohair or thick cotton or two ordinary threads. One of the ordinary or thin threads and the thick cotton or mohair are twisted together, the thin thread being tightly held and the thick one slackly twisted round it. This twofold thread is then twisted in the reverse direction with another thin thread. The reverse twisting throws up the thick thread in the form of loops. The curls or loops vary in size from small to large. Small loops are usually on yarns intended for dress goods, large ones for astra- khans, etc.",textile fibres,textile fabric components,
