Index,UID,Term,alias_1,alias_2,alias_3,alias_4,alias_5,Definition,categories_1,categories_2,categories_3,Author,Title,Year,Link
1521,curtis_0371,finisher,,,,,,the name of a machine used by spinners for the further removal of impurities from cotton following the scutcher and preceding the carding engines.,textile machinery,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1522,curtis_0372,finishing,,,,,,"nearly all woven fabrics are put through some process after weaving to give handle, weight, strength, appear- ance, lustre, or some other property. all these come under the general term of finishing.",textile manufacturing process,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1523,curtis_0373,flake yarn,Slub Yarn,,,,,a yarn composed of two foundation threads with which small pieces of short-fibred and twistless slivers are twisted at intervals. when woven gives a round or elon- gated spot or lump.,textile fabric component,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1524,curtis_0374,flannel,,,,,,"an all-wool fabric of plain or twill weave, usually quite pure since it is worn as underclothing. the best flannel is made from fully shrunk yarns with a slight twist.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1525,curtis_0375,flannelles de reims,,,,,,"coloured flannel in fancy designs, used as wrappers by ladies. a french production, wool all through, 3 by 1 twill, various qualities. fancy yarns and lappet effects often used.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1526,curtis_0376,flannelette,,,,,,"a cotton fabric made to imitate flannel. plain or twill weave, raised one or both sides, made in stripes, checks, or self-colours. soft spun mule weft usually used. coloured and mercerised yarns are made use of for blouse cloths and shirtings. common qualities are:- 34 in., 72 × 64. 34 in., 88 x 48. 36 in., 72 x 64. innumerable qualities and widths are made for both home and foreign markets. 32/30 plain. 22/8 plain. 18 to 24/10's to 18's twill.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1527,curtis_0377,flax,,,,,,"a fibre of probably egyptian origin and of very ancient descent. it is found in mummy cloths. obtained from the stalk of the plant ""herium usitatissimum."" forms the cloths known as linen.",textile fibre,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1528,curtis_0378,flax damask,,,,,,"a brocade fabric made with a linen warp and coloured cotton weft. the figuring is obtained by warp floats; the linen floats when finished give a lustrous appearance to the ornament, while the ground appears dead.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1529,curtis_0379,fleeced mozambique,,,,,,"an expensive dress material usually with a dark pattern on a lighter shade ground having bright-coloured spots. a short fleecy nap is given to the face. woven with a pure silk warp and super twofold worsted weft. extra warp is employed of a low grade of silk which floats, and the fabric is sheared after weaving; the low quality silk being sheared off leaves a fluffy nap. the spotting is obtained by the better quality silk.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1530,curtis_0380,fleece-lined,,,,,,"a heavy woollen knitted fabric with three series of threads forming face, back, and binding. the back is raised to form the ""fleece lining."" an imitation is made of the ordinary single thread woollen underwear fabric with a raised nap on its inner face.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1531,curtis_0381,float,,,,,,"a float is a warp or weft thread which lies on top of the opposite series for a distance of several threads; thus a warp float is a warp end floating over weft threads, and a weft float is a weft thread floating over warp threads. many fancy weaves are so designed that the floating of one or the other series of threads is re- quired. there is also the float that is not required, and which is a most objectionable fault in any cloth, and generally caused by careless weaving, although inferior yarn is very liable to produce this fault. when one or more ends break and become entangled with adjoining threads this fault is made.",textile weave,textile fabric imperfection,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1532,curtis_0382,flocks,,,,,,"waste fibres obtained from wool during the different finishing processes. there are three kinds, of different values. milling flocks are the most valuable, as they can be used for blending with wool to produce a lower grade. cropping flocks are very short fibres removed during the cutting or cropping process, and principally used by wall. paper manufacturers. raising flocks are similar to the milling, but not as valuable.",textile waste material,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1533,curtis_0383,florentine drill,French Twill,,,,,the four-shaft 3 up and 1 down drill. see drill.,textile weave,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1534,curtis_0384,fly cotton,,,,,,"the short, nepped, and immature fibres of cotton thrown out by the card owing to being of insufficient length for the card teeth to hold.",textile waste material,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1535,curtis_0385,fodens,,,,,,"a cloth of the denim type, but not so coarse in yarns. usually in stripes from blue and white warps and blue weft.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1536,curtis_0386,folded yarn,,,,,,another term for doubled yarns.,textile fabric component,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1537,curtis_0387,foulard,,,,,,"the real foulard is a light weight all silk 2 by 2 twill fabric printed blue or black spots on a white ground. cotton foulards are made to imitate the silk kind, from super quality yarns and printed in similar styles; usually plain weave.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1538,curtis_0388,foulard de chine,,,,,,"same as china gum cloth, which see.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1539,curtis_0389,foulie,,,,,,a serge twill dress fabric from single worsted yarns of good quality. a rough fibrous face is a characteristic of the cloth.,textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1540,curtis_0390,foundation muslin,,,,,,"a strong plain weave cotton cloth used for stiffening dresses. medium weights of yarn are usual, and the cloth is stiff finished. very similar to buckrum, but better quality.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1541,curtis_0391,four-ply brocades,,,,,,are super table covers in which two warps and four differently coloured wefts are used. the wefts form the figuring.,textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1542,curtis_0392,frame brussels,,,,,,"the number of frames used in the manufacture of a brussels carpet will to a certain extent determine the quality. three, four, or five frames are common, each frame holding 256 bobbins of yarn; so a 3-frame has 256x3=768 warp threads, and a 5-frame 256 × 5=1,280 warp threads. only 256 threads shew on the face, the remainder form the back of the carpet. thus it will be seen that a 5-frame carpet is much thicker, heavier, and more durable than the others.",textile machinery,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1543,curtis_0393,french lawn finish,,,,,,"a very firm and brittle finish given to fine lawn cloths, with a glossy appearance. the fabric is dried on stretch- ing frames in order to keep it stiff.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1544,curtis_0394,french percale,,,,,,"a cambric very fine and closely woven, either bleached or printed. woven from good quality yarns. finished with more filling than other cambrics without gloss.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1545,curtis_0395,french twill,,,,,,a satin cloth made with a twist-way spun weft and twill to the right.,textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1546,curtis_0396,frieze,,,,,,"a heavy woollen fabric with a rough, irregular nap, and a more or less hard feel. originally an irish pro- duction; generally grey in colour, and used for the lower grade clothing. also made from a mixture of wool and shoddy, or mungo.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1547,curtis_0397,furnitures,,,,,,"a general term to include all fabrics used for uphol- stery purposes, and includes such cloths as drills, cretonnes, repps, brocades, etc.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1548,curtis_0398,fustian,,,,,,"a term given to the class of cotton fabrics which in- cludes corduroys, moleskins, constitution cords, cords, heavy bedford cords, etc., used for clothing purposes.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1549,curtis_0399,gabardine,,,,,,"the real gabardine is a fabric made from worsted warp and cotton weft. usually woven on 11 staves in a dobby loom with a fine reed, ends more than double the picks, so the cotton weft is not visible on the face. two- fold worsted and two-fold cotton. all cotton gabardines are made in great quantities, 54 inches or wider, with super qualities two-fold warp and weft. some of the lower qualities have single yarns or single weft only. the 11 stave warp face weave is mostly used, but some are made 3×1 warp twill. an example of the better quality is 54 full, 90 ends, 140 x 72, 2/60 2/40. both the worsted and cotton varieties are used for water- proofs and coatings.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1550,curtis_0400,galateas,,,,,,"coloured stripe drills, 3-shaft weave, the warp being all coloured yarn. mostly the 3-shaft twill weave, though the 4-shaft twill weave has been used, as well as dobby spots. many qualities are being made. a good sample is 27 inches, 68 x 72, 24/16. the colours are fast for wash- ing, since the cloth is used for skirtings, boys' suits. nurse uniforms, etc.",textile fabric,textile weave,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
